Texas, Average Temperature
Units: Degrees Fahrenheit
Base Period: 1895-2000
Missing: -99
Date,Value,Anomaly
196007,82.2,0.3
196008,82.8,3.0
196009,74.4,2.2
196010,60.0,-0.8
196011,48.8,2.2
196012,35.9,-1.7
196101,39.3,2.9
196102,43.1,2.7
196103,45.6,-1.2
196104,53.9,-2.3
196105,66.1,0.3
196106,77.7,1.4
196107,81.1,-0.8
196108,79.3,-0.5
196109,65.6,-6.6
196110,60.3,-0.5
196111,42.3,-4.3
196112,33.5,-4.1
196201,31.8,-4.6
196202,41.9,1.5
196203,43.2,-3.6
196204,59.7,3.5
196205,68.6,2.8
196206,74.7,-1.6
196207,80.4,-1.5
196208,82.0,2.2
196209,72.2,0.0
196210,64.4,3.6
196211,50.5,3.9
196212,42.5,4.9
196301,30.2,-6.2
196302,45.5,5.1
196303,47.1,0.3
196304,58.8,2.6
196305,70.9,5.1
196306,77.9,1.6
196307,85.2,3.3
196308,78.2,-1.6
196309,75.0,2.8
196310,67.8,7.0
196311,50.7,4.1
196312,36.8,-0.8
196401,37.1,0.7
196402,34.5,-5.9
196403,40.9,-5.9
196404,53.8,-2.4
196405,67.5,1.7
196406,74.7,-1.6
196407,85.4,3.5
196408,78.8,-1.0
196409,71.4,-0.8
196410,64.8,4.0
196411,45.1,-1.5
196412,36.8,-0.8
196501,40.1,3.7
196502,38.5,-1.9
196503,37.9,-8.9
196504,57.0,0.8
196505,65.0,-0.8
196506,71.7,-4.6
196507,80.2,-1.7
196508,77.0,-2.8
196509,64.0,-8.2
196510,64.8,4.0
196511,51.3,4.7
196512,40.8,3.2
196601,33.4,-3.0
196602,34.8,-5.6
196603,51.4,4.6
196604,56.7,0.5
196605,70.2,4.4
196606,76.3,0.0
196607,84.4,2.5
196608,78.5,-1.3
196609,72.6,0.4
196610,60.9,0.1
196611,50.3,3.7
196612,36.8,-0.8
196701,39.3,2.9
196702,42.8,2.4
196703,53.4,6.6
196704,58.2,2.0
196705,63.0,-2.8
196706,71.1,-5.2
196707,80.2,-1.7
196708,77.8,-2.0
196709,71.0,-1.2
196710,63.8,3.0
196711,49.3,2.7
196712,32.2,-5.4
196801,36.3,-0.1
196802,41.6,1.2
196803,49.1,2.3
196804,52.2,-4.0
196805,62.6,-3.2
196806,78.7,2.4
196807,80.4,-1.5
196808,75.5,-4.3
196809,71.4,-0.8
196810,63.2,2.4
196811,43.1,-3.5
196812,36.1,-1.5
196901,40.7,4.3
196902,40.7,0.3
196903,40.0,-6.8
196904,59.7,3.5
196905,68.9,3.1
196906,70.6,-5.7
196907,82.5,0.6
196908,82.1,2.3
196909,72.5,0.3
196910,49.3,-11.5
196911,46.4,-0.2
196912,39.2,1.6
197001,37.4,1.0
197002,47.2,6.8
197003,41.8,-5.0
197004,51.2,-5.0
197005,69.2,3.4
197006,74.9,-1.4
197007,81.9,0.0
197008,82.2,2.4
197009,69.7,-2.5
197010,53.6,-7.2
197011,46.3,-0.3
197012,40.7,3.1
197101,37.9,1.5
197102,38.8,-1.6
197103,47.6,0.8
197104,56.0,-0.2
197105,63.3,-2.5
197106,78.7,2.4
197107,81.1,-0.8
197108,80.3,0.5
197109,68.6,-3.6
197110,58.9,-1.9
197111,45.4,-1.2
197112,35.6,-2.0
197201,37.9,1.5
197202,45.3,4.9
197203,55.4,8.6
197204,58.6,2.4
197205,66.4,0.6
197206,77.3,1.0
197207,81.0,-0.9
197208,78.6,-1.2
197209,70.4,-1.8
197210,58.0,-2.8
197211,36.7,-9.9
197212,30.7,-6.9
197301,31.2,-5.2
197302,38.5,-1.9
197303,43.1,-3.7
197304,49.8,-6.4
197305,63.9,-1.9
197306,75.8,-0.5
197307,79.6,-2.3
197308,81.2,1.4
197309,68.4,-3.8
197310,63.1,2.3
197311,47.2,0.6
197312,37.9,0.3
197401,31.3,-5.1
197402,39.7,-0.7
197403,51.6,4.8
197404,55.8,-0.4
197405,71.5,5.7
197406,78.5,2.2
197407,82.8,0.9
197408,77.9,-1.9
197409,70.7,-1.5
197410,61.9,1.1
197411,46.3,-0.3
197412,35.4,-2.2
197501,35.8,-0.6
197502,38.1,-2.3
197503,44.9,-1.9
197504,52.7,-3.5
197505,63.2,-2.6
197506,73.8,-2.5
197507,81.4,-0.5
197508,80.5,0.7
197509,70.7,-1.5
197510,64.1,3.3
197511,45.2,-1.4
197512,39.8,2.2
197601,37.4,1.0
197602,46.5,6.1
197603,46.5,-0.3
197604,57.0,0.8
197605,65.5,-0.3
197606,76.5,0.2
197607,83.2,1.3
197608,79.1,-0.7
197609,70.3,-1.9
197610,57.9,-2.9
197611,47.4,0.8
197612,41.4,3.8
197701,35.3,-1.1
197702,45.3,4.9
197703,46.3,-0.5
197704,58.7,2.5
197705,67.5,1.7
197706,80.9,4.6
197707,82.5,0.6
197708,79.0,-0.8
197709,74.7,2.5
197710,63.6,2.8
197711,48.0,1.4
197712,41.9,4.3
197801,34.0,-2.4
197802,36.2,-4.2
197803,50.3,3.5
197804,58.4,2.2
197805,62.8,-3.0
197806,77.0,0.7
197807,84.5,2.6
197808,79.8,0.0
197809,74.0,1.8
197810,63.8,3.0
197811,45.4,-1.2
197812,30.3,-7.3
197901,26.0,-10.4
197902,38.7,-1.7
197903,45.6,-1.2
197904,56.4,0.2
197905,62.8,-3.0
197906,75.3,-1.0
197907,82.3,0.4
197908,78.1,-1.7
197909,76.3,4.1
197910,64.3,3.5
197911,39.2,-7.4
197912,40.3,2.7
198001,34.3,-2.1
198002,41.4,1.0
198003,43.5,-3.3
198004,53.3,-2.9
198005,61.9,-3.9
198006,80.3,4.0
198007,85.4,3.5
198008,80.9,1.1
198009,74.0,1.8
198010,60.7,-0.1
198011,48.8,2.2
198012,48.3,10.7
198101,45.4,9.0
198102,45.9,5.5
198103,46.9,0.1
198104,63.3,7.1
198105,63.0,-2.8
198106,79.9,3.6
198107,82.1,0.2
198108,78.2,-1.6
198109,73.9,1.7
198110,58.2,-2.6
198111,51.5,4.9
198112,41.0,3.4
198201,37.2,0.8
198202,39.1,-1.3
198203,48.2,1.4
198204,56.0,-0.2
198205,63.7,-2.1
198206,72.5,-3.8
198207,81.6,-0.3
198208,80.0,0.2
198209,69.5,-2.7
198210,57.5,-3.3
198211,44.2,-2.4
198212,38.2,0.6
198301,39.7,3.3
198302,42.4,2.0
198303,44.4,-2.4
198304,48.7,-7.5
198305,60.6,-5.2
198306,71.7,-4.6
198307,82.4,0.5
198308,82.7,2.9
198309,75.7,3.5
198310,62.3,1.5
198311,45.8,-0.8
198312,28.7,-8.9
198401,32.0,-4.4
198402,39.2,-1.2
198403,43.8,-3.0
198404,50.0,-6.2
198405,68.6,2.8
198406,74.5,-1.8
198407,82.2,0.3
198408,79.8,0.0
198409,71.1,-1.1
198410,51.7,-9.1
198411,47.8,1.2
198412,38.8,1.2
198501,33.2,-3.2
198502,35.9,-4.5
198503,48.3,1.5
198504,59.1,2.9
198505,67.0,1.2
198506,77.7,1.4
198507,81.6,-0.3
198508,81.6,1.8
198509,67.6,-4.6
198510,59.5,-1.3
198511,40.5,-6.1
198512,36.0,-1.6
198601,45.4,9.0
198602,43.5,3.1
198603,55.0,8.2
198604,57.9,1.7
198605,65.9,0.1
198606,77.2,0.9
198607,80.7,-1.2
198608,80.1,0.3
198609,68.0,-4.2
198610,57.7,-3.1
198611,46.2,-0.4
198612,38.6,1.0
198701,37.4,1.0
198702,42.0,1.6
198703,45.2,-1.6
198704,60.5,4.3
198705,65.5,-0.3
198706,78.0,1.7
198707,82.6,0.7
198708,77.7,-2.1
198709,72.0,-0.2
198710,63.6,2.8
198711,46.7,0.1
198712,35.3,-2.3
198801,31.1,-5.3
198802,40.8,0.4
198803,46.5,-0.3
198804,58.5,2.3
198805,66.5,0.7
198806,79.9,3.6
198807,83.3,1.4
198808,81.5,1.7
198809,71.1,-1.1
198810,64.8,4.0
198811,46.8,0.2
198812,38.6,1.0
198901,39.0,2.6
198902,34.1,-6.3
198903,53.7,6.9
198904,61.1,4.9
198905,68.5,2.7
198906,74.0,-2.3
198907,84.1,2.2
198908,78.4,-1.4
198909,72.1,-0.1
198910,61.4,0.6
198911,51.1,4.5
198912,36.8,-0.8
199001,39.1,2.7
199002,39.9,-0.5
199003,48.5,1.7
199004,58.3,2.1
199005,64.5,-1.3
199006,81.6,5.3
199007,79.8,-2.1
199008,79.5,-0.3
199009,75.3,3.1
199010,61.2,0.4
199011,49.9,3.3
199012,33.3,-4.3
199101,34.3,-2.1
199102,47.4,7.0
199103,47.5,0.7
199104,55.3,-0.9
199105,67.7,1.9
199106,76.9,0.6
199107,81.0,-0.9
199108,79.5,-0.3
199109,72.0,-0.2
199110,62.9,2.1
199111,41.3,-5.3
199112,37.6,0.0
199201,37.7,1.3
199202,44.2,3.8
199203,50.8,4.0
199204,62.9,6.7
199205,68.2,2.4
199206,73.5,-2.8
199207,78.3,-3.6
199208,77.4,-2.4
199209,74.0,1.8
199210,64.1,3.3
199211,39.3,-7.3
199212,33.5,-4.1
199301,34.6,-1.8
199302,36.2,-4.2
199303,48.7,1.9
199304,55.1,-1.1
199305,66.2,0.4
199306,75.0,-1.3
199307,81.1,-0.8
199308,77.4,-2.4
199309,70.2,-2.0
199310,58.2,-2.6
199311,41.8,-4.8
199312,39.3,1.7
199401,39.8,3.4
199402,39.2,-1.2
199403,52.8,6.0
199404,56.8,0.6
199405,69.5,3.7
199406,82.2,5.9
199407,83.5,1.6
199408,82.4,2.6
199409,74.2,2.0
199410,59.0,-1.8
199411,43.9,-2.7
199412,41.9,4.3
199501,38.8,2.4
199502,47.9,7.5
199503,49.0,2.2
199504,52.6,-3.6
199505,58.4,-7.4
199506,72.4,-3.9
199507,80.5,-1.4
199508,84.0,4.2
199509,71.5,-0.7
199510,61.3,0.5
199511,51.9,5.3
199512,42.2,4.6
199601,37.9,1.5
199602,45.0,4.6
199603,48.0,1.2
199604,58.2,2.0
199605,70.0,4.2
199606,78.5,2.2
199607,82.6,0.7
199608,80.8,1.0
199609,69.1,-3.1
199610,60.4,-0.4
199611,46.9,0.3
199612,39.5,1.9
199701,36.6,0.2
199702,39.5,-0.9
199703,54.0,7.2
199704,51.3,-4.9
199705,66.6,0.8
199706,76.5,0.2
199707,82.3,0.4
199708,78.1,-1.7
199709,73.0,0.8
199710,60.1,-0.7
199711,43.9,-2.7
199712,35.3,-2.3
199801,40.2,3.8
199802,40.4,0.0
199803,46.8,0.0
199804,54.3,-1.9
199805,69.4,3.6
199806,74.6,-1.7
199807,82.8,0.9
199808,80.5,0.7
199809,77.6,5.4
199810,59.9,-0.9
199811,49.5,2.9
199812,39.6,2.0
199901,41.7,5.3
199902,47.7,7.3
199903,53.7,6.9
199904,52.6,-3.6
199905,63.9,-1.9
199906,75.3,-1.0
199907,82.1,0.2
199908,78.6,-1.2
199909,69.5,-2.7
199910,64.8,4.0
199911,57.3,10.7
199912,40.7,3.1
200001,41.0,4.6
200002,47.5,7.1
200003,49.1,2.3
200004,61.9,5.7
200005,71.5,5.7
200006,78.7,2.4
200007,85.4,3.5
200008,84.2,4.4
200009,74.9,2.7
200010,60.6,-0.2
200011,39.2,-7.4
200012,38.2,0.6
200101,37.6,1.2
200102,39.7,-0.7
200103,47.9,1.1
200104,59.6,3.4
200105,68.0,2.2
200106,79.8,3.5
200107,85.1,3.2
200108,81.6,1.8
200109,76.2,4.0
200110,63.0,2.2
200111,51.3,4.7
200112,39.2,1.6
200201,38.4,2.0
200202,41.9,1.5
200203,46.9,0.1
200204,62.6,6.4
200205,69.2,3.4
200206,83.7,7.4
200207,87.1,5.2
200208,82.3,2.5
200209,72.0,-0.2
200210,56.3,-4.5
200211,46.2,-0.4
200212,39.8,2.2
200301,44.6,8.2
200302,38.2,-2.2
200303,49.4,2.6
200304,59.3,3.1
200305,68.0,2.2
200306,74.4,-1.9
200307,89.3,7.4
200308,83.3,3.5
200309,72.1,-0.1
200310,67.3,6.5
200311,44.7,-1.9
200312,41.5,3.9
200401,39.3,2.9
200402,38.8,-1.6
200403,56.7,9.9
200404,57.4,1.2
200405,69.9,4.1
200406,75.7,-0.6
200407,80.5,-1.4
200408,77.8,-2.0
200409,72.1,-0.1
200410,59.6,-1.2
200411,44.9,-1.7
200412,40.9,3.3
200501,41.4,5.0
200502,43.5,3.1
200503,48.3,1.5
200504,57.5,1.3
200505,67.6,1.8
200506,75.9,-0.4
200507,86.8,4.9
200508,79.4,-0.4
200509,75.3,3.1
200510,61.9,1.1
200511,51.0,4.4
200512,38.6,1.0
200601,43.5,7.1
200602,42.6,2.2
200603,48.0,1.2
200604,62.8,6.6
200605,71.3,5.5
200606,82.1,5.8
200607,83.8,1.9
200608,79.1,-0.7
200609,67.5,-4.7
200610,57.6,-3.2
200611,50.0,3.4
200612,38.4,0.8
200701,31.9,-4.5
200702,39.1,-1.3
200703,54.2,7.4
200704,56.6,0.4
200705,67.4,1.6
200706,78.5,2.2
200707,84.8,2.9
200708,83.2,3.4
200709,74.4,2.2
200710,63.4,2.6
200711,53.1,6.5
200712,33.6,-4.0
200801,33.4,-3.0
200802,40.2,-0.2
200803,47.8,1.0
200804,55.8,-0.4
200805,65.7,-0.1
200806,77.6,1.3
200807,84.9,3.0
200808,79.4,-0.4
200809,72.2,0.0
200810,62.2,1.4
200811,51.4,4.8
200812,37.4,-0.2
200901,41.1,4.7
200902,45.8,5.4
200903,51.4,4.6
200904,55.4,-0.8
200905,67.9,2.1
200906,73.3,-3.0
200907,81.9,0.0
200908,80.3,0.5
200909,71.9,-0.3
200910,53.1,-7.7
200911,51.5,4.9
200912,32.2,-5.4
201001,38.9,2.5
201002,36.3,-4.1
201003,48.3,1.5
201004,57.2,1.0
201005,64.2,-1.6
201006,79.1,2.8
201007,83.4,1.5
201008,80.9,1.1
201009,78.0,5.8
201010,63.6,2.8
201011,47.2,0.6
201012,42.8,5.2
201101,37.1,0.7
201102,37.8,-2.6
201103,51.3,4.5
201104,56.8,0.6
201105,62.8,-3.0
201106,78.9,2.6
201107,84.7,2.8
201108,84.4,4.6
201109,73.0,0.8
201110,61.3,0.5
201111,48.4,1.8
201112,37.0,-0.6
201201,43.0,6.6
201202,39.3,-1.1
201203,57.2,10.4
201204,62.8,6.6
201205,71.0,5.2
201206,84.8,8.5
201207,85.6,3.7
201208,83.2,3.4
201209,74.8,2.6
201210,61.0,0.2
201211,54.3,7.7
201212,38.4,0.8
201301,36.7,0.3
201302,38.8,-1.6
201303,48.8,2.0
201304,53.5,-2.7
201305,67.2,1.4
201306,82.3,6.0
201307,82.8,0.9
201308,81.1,1.3
201309,73.7,1.5
201310,57.5,-3.3
201311,47.9,1.3
201312,36.6,-1.0
201401,39.8,3.4
201402,39.4,-1.0
201403,50.5,3.7
201404,57.1,0.9
201405,66.3,0.5
201406,78.0,1.7
201407,82.6,0.7
201408,78.4,-1.4
201409,74.3,2.1
201410,64.0,3.2
201411,46.7,0.1
201412,39.4,1.8
201501,41.1,4.7
201502,44.9,4.5
201503,54.9,8.1
201504,58.6,2.4
201505,61.1,-4.7
201506,79.2,2.9
201507,80.2,-1.7
201508,81.8,2.0
201509,77.9,5.7
201510,64.6,3.8
201511,47.5,0.9
201512,37.4,-0.2
201601,38.1,1.7
201602,45.7,5.3
201603,52.0,5.2
201604,56.8,0.6
201605,64.1,-1.7
201606,82.3,6.0
201607,84.4,2.5
201608,78.7,-1.1
201609,74.6,2.4
201610,67.3,6.5
201611,54.0,7.4
201612,37.6,0.0
201701,36.2,-0.2
201702,47.9,7.5
201703,57.1,10.3
201704,57.7,1.5
201705,65.2,-0.6
201706,80.7,4.4
201707,84.1,2.2
201708,78.8,-1.0
201709,73.1,0.9
201710,61.5,0.7
201711,54.9,8.3
201712,43.9,6.3
201801,43.7,7.3
201802,41.4,1.0
201803,52.4,5.6
201804,58.5,2.3
201805,72.0,6.2
201806,82.9,6.6
201807,85.1,3.2
201808,81.0,1.2
201809,77.2,5.0
201810,57.1,-3.7
201811,45.0,-1.6
201812,39.2,1.6
201901,38.6,2.2
201902,37.6,-2.8
201903,45.8,-1.0
201904,59.2,3.0
201905,60.5,-5.3
201906,75.4,-0.9
201907,84.4,2.5
201908,83.6,3.8
201909,78.3,6.1
201910,56.3,-4.5
201911,48.8,2.2
201912,39.9,2.3
202001,40.0,3.6
202002,39.5,-0.9
202003,51.4,4.6
202004,58.1,1.9
202005,70.7,4.9
202006,80.9,4.6
202007,84.5,2.6
202008,86.4,6.6
202009,74.6,2.4
202010,63.3,2.5
202011,52.4,5.8
202012,39.6,2.0
202101,39.0,2.6
202102,36.5,-3.9
202103,48.8,2.0
202104,57.7,1.5
202105,66.2,0.4
202106,81.2,4.9
202107,84.6,2.7
202108,82.6,2.8
202109,78.2,6.0
202110,62.0,1.2
202111,54.9,8.3
202112,45.8,8.2
202201,40.4,4.0
202202,39.1,-1.3
202203,49.0,2.2
202204,58.9,2.7
202205,68.0,2.2
202206,79.3,3.0
202207,84.7,2.8
202208,82.0,2.2
202209,78.0,5.8
202210,62.1,1.3
202211,44.7,-1.9
202212,38.1,0.5
202301,34.5,-1.9
202302,38.5,-1.9
202303,43.3,-3.5
202304,56.4,0.2

Colorado, Minimum Temperature
Units: Degrees Fahrenheit
Base Period: 1895-2000
Missing: -99
Date,Value,Anomaly
189501,9.6,-1.4
189502,5.2,-8.9
189503,17.4,-3.0
189504,28.3,-0.6
189505,36.7,-1.2
189506,43.0,-3.2
189507,48.8,-3.3
189508,49.8,-0.9
189509,41.8,-0.7
189510,30.0,-2.0
189511,16.1,-4.2
189512,8.0,-4.6
189601,13.6,2.6
189602,12.9,-1.2
189603,18.4,-2.0
189604,28.8,-0.1
189605,38.1,0.2
189606,47.5,1.3
189607,53.0,0.9
189608,50.5,-0.2
189609,42.9,0.4
189610,30.2,-1.8
189611,15.1,-5.2
189612,14.5,1.9
189701,8.8,-2.2
189702,12.6,-1.5
189703,17.5,-2.9
189704,28.8,-0.1
189705,40.6,2.7
189706,45.3,-0.9
189707,49.5,-2.6
189708,48.9,-1.8
189709,46.4,3.9
189710,32.8,0.8
189711,20.8,0.5
189712,8.4,-4.2
189801,6.3,-4.7
189802,14.4,0.3
189803,16.4,-4.0
189804,29.6,0.7
189805,36.6,-1.3
189806,46.7,0.5
189807,52.1,0.0
189808,51.1,0.4
189809,38.8,-3.7
189810,28.2,-3.8
189811,15.8,-4.5
189812,4.8,-7.8
189901,8.3,-2.7
189902,3.6,-10.5
189903,18.7,-1.7
189904,28.2,-0.7
189905,35.9,-2.0
189906,45.1,-1.1
189907,51.6,-0.5
189908,49.5,-1.2
189909,42.4,-0.1
189910,31.3,-0.7
189911,23.5,3.2
189912,10.4,-2.2
190001,15.9,4.9
190002,11.5,-2.6
190003,21.9,1.5
190004,28.7,-0.2
190005,39.0,1.1
190006,47.2,1.0
190007,50.2,-1.9
190008,47.9,-2.8
190009,41.2,-1.3
190010,32.4,0.4
190011,20.4,0.1
190012,12.9,0.3
190101,11.1,0.1
190102,11.5,-2.6
190103,17.9,-2.5
190104,27.2,-1.7
190105,39.1,1.2
190106,45.3,-0.9
190107,53.4,1.3
190108,51.8,1.1
190109,40.4,-2.1
190110,32.7,0.7
190111,21.6,1.3
190112,12.8,0.2
190201,10.8,-0.2
190202,15.9,1.8
190203,18.6,-1.8
190204,28.8,-0.1
190205,38.7,0.8
190206,46.1,-0.1
190207,48.4,-3.7
190208,50.6,-0.1
190209,38.8,-3.7
190210,32.1,0.1
190211,21.4,1.1
190212,11.7,-0.9
190301,11.9,0.9
190302,2.6,-11.5
190303,18.8,-1.6
190304,28.3,-0.6
190305,34.9,-3.0
190306,45.0,-1.2
190307,50.8,-1.3
190308,49.8,-0.9
190309,39.5,-3.0
190310,30.4,-1.6
190311,19.4,-0.9
190312,10.9,-1.7
190401,7.1,-3.9
190402,16.7,2.6
190403,22.3,1.9
190404,28.6,-0.3
190405,37.6,-0.3
190406,43.9,-2.3
190407,48.8,-3.3
190408,50.1,-0.6
190409,42.5,0.0
190410,31.8,-0.2
190411,18.1,-2.2
190412,12.9,0.3
190501,12.2,1.2
190502,8.5,-5.6
190503,26.6,6.2
190504,29.0,0.1
190505,36.6,-1.3
190506,47.0,0.8
190507,49.4,-2.7
190508,50.4,-0.3
190509,43.5,1.0
190510,27.6,-4.4
190511,22.4,2.1
190512,7.3,-5.3
190601,11.6,0.6
190602,14.3,0.2
190603,17.3,-3.1
190604,30.6,1.7
190605,37.6,-0.3
190606,43.9,-2.3
190607,49.2,-2.9
190608,48.6,-2.1
190609,42.3,-0.2
190610,29.4,-2.6
190611,21.0,0.7
190612,19.4,6.8
190701,15.8,4.8
190702,20.4,6.3
190703,26.3,5.9
190704,28.2,-0.7
190705,33.9,-4.0
190706,43.2,-3.0
190707,51.0,-1.1
190708,50.5,-0.2
190709,41.7,-0.8
190710,33.7,1.7
190711,18.0,-2.3
190712,13.6,1.0
190801,11.0,0.0
190802,13.6,-0.5
190803,22.6,2.2
190804,28.8,-0.1
190805,34.5,-3.4
190806,43.7,-2.5
190807,50.9,-1.2
190808,50.2,-0.5
190809,41.9,-0.6
190810,29.6,-2.4
190811,17.7,-2.6
190812,10.6,-2.0
190901,16.3,5.3
190902,12.8,-1.3
190903,19.7,-0.7
190904,26.0,-2.9
190905,34.5,-3.4
190906,46.0,-0.2
190907,52.9,0.8
190908,53.2,2.5
190909,42.7,0.2
190910,31.7,-0.3
190911,22.6,2.3
190912,3.9,-8.7
191001,11.3,0.3
191002,10.2,-3.9
191003,26.2,5.8
191004,30.1,1.2
191005,37.2,-0.7
191006,46.3,0.1
191007,52.1,0.0
191008,50.1,-0.6
191009,44.4,1.9
191010,31.6,-0.4
191011,24.7,4.4
191012,15.5,2.9
191101,17.6,6.6
191102,13.8,-0.3
191103,24.8,4.4
191104,29.1,0.2
191105,38.0,0.1
191106,47.8,1.6
191107,51.9,-0.2
191108,48.6,-2.1
191109,45.4,2.9
191110,30.2,-1.8
191111,16.6,-3.7
191112,6.8,-5.8
191201,8.7,-2.3
191202,13.5,-0.6
191203,17.3,-3.1
191204,26.8,-2.1
191205,36.9,-1.0
191206,44.2,-2.0
191207,51.2,-0.9
191208,49.2,-1.5
191209,37.1,-5.4
191210,30.4,-1.6
191211,19.7,-0.6
191212,7.5,-5.1
191301,6.2,-4.8
191302,8.8,-5.3
191303,17.7,-2.7
191304,28.8,-0.1
191305,38.4,0.5
191306,46.5,0.3
191307,51.0,-1.1
191308,51.5,0.8
191309,40.2,-2.3
191310,29.2,-2.8
191311,25.1,4.8
191312,6.7,-5.9
191401,15.0,4.0
191402,10.4,-3.7
191403,19.8,-0.6
191404,30.8,1.9
191405,39.6,1.7
191406,47.5,1.3
191407,53.0,0.9
191408,49.9,-0.8
191409,43.1,0.6
191410,33.0,1.0
191411,20.2,-0.1
191412,7.2,-5.4
191501,7.1,-3.9
191502,15.6,1.5
191503,18.0,-2.4
191504,34.0,5.1
191505,35.3,-2.6
191506,43.7,-2.5
191507,49.5,-2.6
191508,47.3,-3.4
191509,42.3,-0.2
191510,30.7,-1.3
191511,20.7,0.4
191512,13.2,0.6
191601,10.1,-0.9
191602,14.7,0.6
191603,23.8,3.4
191604,28.7,-0.2
191605,35.3,-2.6
191606,43.3,-2.9
191607,52.7,0.6
191608,50.5,-0.2
191609,39.9,-2.6
191610,31.7,-0.3
191611,16.1,-4.2
191612,8.3,-4.3
191701,6.7,-4.3
191702,13.8,-0.3
191703,13.9,-6.5
191704,26.0,-2.9
191705,33.9,-4.0
191706,43.0,-3.2
191707,52.2,0.1
191708,47.8,-2.9
191709,42.7,0.2
191710,28.2,-3.8
191711,23.3,3.0
191712,16.0,3.4
191801,6.5,-4.5
191802,13.6,-0.5
191803,24.8,4.4
191804,26.5,-2.4
191805,36.6,-1.3
191806,49.9,3.7
191807,51.6,-0.5
191808,49.7,-1.0
191809,41.3,-1.2
191810,35.5,3.5
191811,17.2,-3.1
191812,11.3,-1.3
191901,5.3,-5.7
191902,10.3,-3.8
191903,20.2,-0.2
191904,30.4,1.5
191905,37.8,-0.1
191906,44.5,-1.7
191907,54.1,2.0
191908,50.6,-0.1
191909,46.0,3.5
191910,29.4,-2.6
191911,17.8,-2.5
191912,8.8,-3.8
192001,13.0,2.0
192002,16.6,2.5
192003,18.0,-2.4
192004,23.5,-5.4
192005,38.6,0.7
192006,45.9,-0.3
192007,50.8,-1.3
192008,47.9,-2.8
192009,40.9,-1.6
192010,31.5,-0.5
192011,19.9,-0.4
192012,11.4,-1.2
192101,15.2,4.2
192102,15.9,1.8
192103,24.0,3.6
192104,26.4,-2.5
192105,38.4,0.5
192106,47.3,1.1
192107,52.6,0.5
192108,50.9,0.2
192109,41.8,-0.7
192110,33.9,1.9
192111,21.5,1.2
192112,18.1,5.5
192201,5.8,-5.2
192202,11.7,-2.4
192203,17.9,-2.5
192204,27.3,-1.6
192205,37.0,-0.9
192206,47.4,1.2
192207,50.9,-1.2
192208,52.6,1.9
192209,43.7,1.2
192210,30.4,-1.6
192211,19.4,-0.9
192212,15.6,3.0
192301,15.7,4.7
192302,9.3,-4.8
192303,14.6,-5.8
192304,28.1,-0.8
192305,37.9,0.0
192306,45.2,-1.0
192307,53.2,1.1
192308,50.1,-0.6
192309,41.1,-1.4
192310,30.2,-1.8
192311,20.7,0.4
192312,12.0,-0.6
192401,4.8,-6.2
192402,17.6,3.5
192403,14.4,-6.0
192404,26.7,-2.2
192405,34.4,-3.5
192406,45.5,-0.7
192407,50.2,-1.9
192408,48.3,-2.4
192409,39.8,-2.7
192410,32.6,0.6
192411,20.2,-0.1
192412,5.7,-6.9
192501,5.0,-6.0
192502,17.3,3.2
192503,22.7,2.3
192504,30.9,2.0
192505,39.8,1.9
192506,47.5,1.3
192507,53.4,1.3
192508,50.0,-0.7
192509,44.0,1.5
192510,30.2,-1.8
192511,18.8,-1.5
192512,13.8,1.2
192601,9.6,-1.4
192602,18.3,4.2
192603,19.9,-0.5
192604,30.0,1.1
192605,39.3,1.4
192606,46.3,0.1
192607,50.9,-1.2
192608,50.1,-0.6
192609,41.9,-0.6
192610,32.1,0.1
192611,21.4,1.1
192612,11.1,-1.5
192701,13.8,2.8
192702,17.0,2.9
192703,19.3,-1.1
192704,30.0,1.1
192705,37.8,-0.1
192706,46.4,0.2
192707,51.3,-0.8
192708,48.8,-1.9
192709,43.1,0.6
192710,31.8,-0.2
192711,24.3,4.0
192712,7.1,-5.5
192801,13.6,2.6
192802,13.3,-0.8
192803,22.9,2.5
192804,26.0,-2.9
192805,39.7,1.8
192806,43.7,-2.5
192807,50.4,-1.7
192808,48.0,-2.7
192809,40.3,-2.2
192810,33.1,1.1
192811,21.2,0.9
192812,9.1,-3.5
192901,8.6,-2.4
192902,5.0,-9.1
192903,19.9,-0.5
192904,27.3,-1.6
192905,36.2,-1.7
192906,44.7,-1.5
192907,52.8,0.7
192908,51.8,1.1
192909,41.6,-0.9
192910,32.3,0.3
192911,13.9,-6.4
192912,13.9,1.3
193001,1.3,-9.7
193002,18.7,4.6
193003,17.7,-2.7
193004,33.2,4.3
193005,35.3,-2.6
193006,45.3,-0.9
193007,52.7,0.6
193008,51.4,0.7
193009,41.7,-0.8
193010,31.1,-0.9
193011,17.1,-3.2
193012,7.7,-4.9
193101,10.4,-0.6
193102,19.2,5.1
193103,17.5,-2.9
193104,28.6,-0.3
193105,35.4,-2.5
193106,48.9,2.7
193107,52.8,0.7
193108,50.1,-0.6
193109,45.9,3.4
193110,34.2,2.2
193111,17.1,-3.2
193112,9.3,-3.3
193201,6.5,-4.5
193202,18.1,4.0
193203,16.2,-4.2
193204,29.4,0.5
193205,38.6,0.7
193206,44.8,-1.4
193207,53.4,1.3
193208,51.5,0.8
193209,41.0,-1.5
193210,29.3,-2.7
193211,20.5,0.2
